month,income,rent,food,travel,entertainment,savings,expenses
4,31332,8533,5958,4276,3267,7712,22034
10,67941,18542,5371,3275,3954,9802,31142
12,62756,14610,5429,1239,2371,9147,23649
10,24722,17231,3580,2096,1363,7291,24270
6,35194,16108,6860,4742,1991,9986,29701
9,46631,10831,4932,1387,1919,7392,19069
1,47912,10963,7086,3425,3610,5942,25084
7,37166,6294,3586,3259,1041,6854,14180
10,70659,10970,4112,4719,3470,2874,23271
11,66840,12550,5637,3842,3182,9361,25211
5,35976,16821,6561,1675,3833,2111,28890
12,58623,7075,6983,3696,2282,8166,20036
8,66062,18830,4521,1170,2214,9080,26735
7,76690,18031,5751,2175,3795,8458,29752
4,32046,12366,4702,2700,3013,2201,22781
4,53444,16869,2018,1808,3120,9668,23815
6,43634,16345,4569,3151,3682,6713,27747
6,79174,10207,2783,4293,2605,4653,19888
9,76965,10817,3706,2305,1400,2994,18228
12,24090,6778,2414,4459,2271,6120,15922
5,65266,17867,2363,3419,2210,6752,25859
8,50008,17086,4575,1128,2833,3531,25622
5,42107,15690,3103,4475,2782,3389,26050
2,78704,17720,6891,3267,3517,2530,31395
6,65545,5373,7309,2196,3626,9889,18504
9,71838,19770,3171,1471,3503,3617,27915
3,28382,18498,3698,2883,1913,6141,26992
1,67774,19062,2442,4035,1128,7154,26667
1,29034,19329,5943,4524,1378,8345,31174
3,28526,12557,6745,3655,2345,7654,25302
10,44073,15457,6604,2525,3436,2364,28022
5,66698,14323,6561,4123,3833,8613,28840
3,21110,15034,4412,3141,1463,5371,24050
9,69730,6573,7518,2599,2652,4824,19342
8,36445,11026,4589,2044,1546,8559,19205
3,20386,18235,3839,3153,1408,7465,26635
9,78513,9444,3503,2871,1617,3372,17435
6,38584,5787,7722,2223,1760,8842,17492
7,65674,6545,7210,2867,3700,4857,20322
4,54451,17313,2722,2375,2001,4237,24411
4,67801,18359,2841,4352,3538,5474,29090
12,68476,18146,4347,2305,3854,9919,28652
2,50549,13561,4221,1611,2185,6444,21578
5,26321,18923,2645,3896,3194,6468,28658
8,44440,18498,2023,2562,2435,7758,25518
7,51566,18835,5272,4316,1255,5576,29678
7,61446,18171,6826,1947,2626,5362,29570
6,52521,19202,2006,2598,3417,6043,27223
3,64692,9374,5701,1853,2753,5975,19681
5,43798,19676,5232,2909,1650,2984,29467
1,33565,10447,7716,3476,2712,7082,24351
7,43027,14894,4925,2977,2314,4158,25110
9,61500,14849,3271,2061,1075,7674,21256
1,52095,15120,6261,2442,3616,3526,27439
2,25631,9055,6523,1301,1504,5372,18383
3,44329,5606,4192,1638,2992,8789,14428
3,63020,18336,7630,1070,1661,3036,28697
8,76878,7576,7028,2922,2015,6618,19541
7,65206,11569,4556,1645,3023,5173,20793
6,57937,9124,4954,2788,3394,3989,20260
10,78582,10051,3599,3572,2416,4244,19638
10,78334,5322,3666,1173,2222,7510,12383
11,26787,15068,6919,2998,3229,4102,28214
4,73619,19648,7438,1089,1239,4230,29414
9,58000,5583,3061,3415,2957,3042,15016
1,46875,10389,6661,3848,2777,6458,23675
11,44514,16001,7761,4278,3113,9941,31153
2,42580,19630,5801,4133,3218,4520,32782
4,40291,13847,7633,3366,2668,6104,27514
3,24288,9881,3163,1823,1164,4707,16031
1,26734,13414,5879,1550,1953,8168,22796
5,37464,7122,3281,1059,1062,3329,12524
7,59008,19437,4664,2128,3402,5655,29631
2,69349,12699,4895,2262,1050,7553,20906
5,27814,12796,3208,2485,3631,8116,22120
6,63154,7220,2302,1126,3090,7541,13738
11,27851,10123,7613,1082,2344,5905,21162
7,78942,8550,2755,2243,2214,3080,15762
1,21600,10779,6259,4479,1669,5605,23186
7,76614,15634,7763,1945,3137,2823,28479
4,26866,18937,3226,2640,2445,5619,27248
8,23692,9928,3233,2952,1615,5250,17728
4,78027,18291,7978,2995,1562,4115,30826
6,72235,17177,5517,3633,2130,5567,28457
9,40373,5166,2897,3694,2534,7120,14291
5,53100,11443,6878,4501,2259,2047,25081
12,66477,15208,7680,1889,2521,3440,27298
4,66877,13309,5310,1573,3882,5735,24074
8,34847,11655,6822,1512,1355,2944,21344
9,34507,19947,5362,4150,3664,5268,33123
4,29963,15001,4419,2909,1766,5641,24095
3,26106,12342,4909,1064,1303,5119,19618
8,27333,7206,3454,2964,2894,8072,16518
5,68826,18695,4327,3230,2515,3983,28767
2,51913,6250,4363,2089,1583,2354,14285
10,51283,9006,4012,3882,1366,5305,18266
9,59423,16301,3100,4939,2665,9153,27005
3,58076,9558,2815,4279,3046,6532,19698
12,49815,19021,6246,3101,1458,6795,29826
2,40584,14863,7104,2244,1119,3917,25330
1,71873,7151,7615,3283,2669,8769,20718
8,45382,10077,3320,1888,2501,6185,17786
11,21064,7297,6764,1611,1363,2368,17035
3,61848,14228,6502,4006,2469,4986,27205
7,63883,7614,4334,1437,2968,3192,16353
1,26820,6879,6587,4051,3531,3386,21048
1,28512,13788,3032,2126,1851,5993,20797
12,56725,5620,3155,2459,1949,5002,13183
9,71534,11698,3100,3741,3293,3896,21832
12,39615,10507,4785,4010,2929,9344,22231
8,79655,13262,2996,2444,2943,4547,21645
12,59776,18243,3435,4179,1763,6799,27620
3,68812,6803,7209,1523,2180,8276,17715
6,37884,12116,4545,2466,3678,8315,22805
11,67455,9533,5700,4577,2629,3553,22439
3,37952,14259,6984,3451,3412,4810,28106
12,75044,6925,2353,3390,1901,8584,14569
4,72433,6037,4318,4669,3233,5032,18257
1,29711,16634,7511,1799,2518,2111,28462
5,79262,8183,6527,4398,2869,6072,21977
1,40473,14594,2738,3261,2410,3063,23003
1,38249,15553,4519,2023,3327,6197,25422
10,29597,14630,7875,2579,1741,3392,26825
11,41984,17003,7427,1321,2693,3197,28444
11,68022,13676,6603,4149,3399,5897,27827
7,75207,9264,2054,4126,3636,2340,19080
12,36388,9898,4084,3831,3129,7015,20942
6,67137,13437,2899,3903,2365,8043,22604
2,60727,19601,4102,4142,1195,4861,29040
11,70320,18136,2523,4139,3107,6291,27905
12,38782,19578,2462,1179,1150,7703,24369
2,71782,11121,6792,3427,2084,3205,23424
11,26608,10789,3501,3980,2670,9920,20940
7,53115,8371,7868,4757,1427,7920,22423
1,75013,6350,5876,2704,3998,9490,18928
2,65180,13721,2715,4972,1330,7232,22738
12,62773,10714,7330,1449,1889,7794,21382
8,72494,18134,5297,2284,1954,3574,27669
6,26500,8814,4779,4518,1353,5306,19464
2,55342,12147,7942,2660,3948,6600,26697
7,40209,11485,5611,3178,3264,8062,23538
4,40977,14980,2988,2257,3395,9238,23620
2,58040,14894,3828,1903,3044,8362,23669
12,77396,8625,2211,2177,2549,3540,15562
6,69300,16512,5146,1329,3458,7872,26445
11,61462,13951,2753,1636,3778,8308,22118
9,70021,13117,5750,2889,3945,5584,25701
11,23521,14595,5689,2914,1914,6053,25112
9,73023,13989,5222,4683,2549,8524,26443
8,21300,5531,2435,3100,3290,7303,14356
3,47075,15109,3901,2867,3055,3926,24932
3,43979,18151,6179,3515,3670,8512,31515
2,50802,9137,3235,3687,2575,5519,18634
5,32225,16608,2778,1412,1923,8151,22721
12,31481,5598,6929,4085,3627,9787,20239
4,41217,12428,5852,3543,2658,3405,24481
7,64813,13497,3960,2540,2852,9549,22849
4,75822,9904,6272,4833,3213,4013,24222
9,71603,7909,3806,3415,2226,2447,17356
12,57153,18551,7813,3586,2663,3720,32613
12,34755,5678,5230,3684,1363,5867,15955
2,44914,8384,3724,2475,2947,7273,17530
11,55592,13922,2185,2564,2448,6093,21119
6,76006,19776,3494,1514,1657,2033,26441
7,46269,7025,3979,1480,2492,2496,14976
4,58732,18220,7428,3461,3562,4911,32671
6,70138,18190,6053,3275,2274,8165,29792
7,44555,9228,2245,3184,2445,3403,17102
4,39874,7766,7948,4840,1731,5219,22285
8,77228,7098,6047,4311,3957,4710,21413
9,56535,11761,2383,3838,3042,3602,21024
1,66344,5391,2284,3882,2883,8034,14440
7,65036,15935,7083,4743,2251,6685,30012
9,71158,8784,5994,3519,3165,9911,21462
12,27925,11666,2299,1517,2009,7670,17491
10,23107,8837,2900,2484,2290,6772,16511
5,40852,17795,3459,1304,2191,7218,24749
12,50183,6685,7488,1654,3819,5712,19646
2,72482,11497,4921,2977,3977,8138,23372
10,47617,7914,4533,1180,2728,5602,16355
6,28722,12116,2805,1029,1695,8414,17645
12,70075,14610,4228,4019,1521,8104,24378
12,42631,18243,3921,1764,3384,6096,27312
7,77584,17383,6972,1039,2350,4334,27744
2,51622,17393,6789,3234,2382,8116,29798
2,71048,17282,4387,3366,3495,9347,28530
10,27883,8726,4538,4887,3700,7034,21851
12,39708,17965,3996,4298,2847,3279,29106
10,66221,19848,6825,3779,3937,5245,34389
1,37197,16821,7282,1891,2728,6949,28722
4,41134,16505,7677,3371,3651,2049,31204
7,60386,9951,4503,2926,2120,7651,19500
9,53550,11058,2104,1942,1652,4664,16756
3,34642,12655,2438,2066,1758,8333,18917
12,40439,18077,3521,3703,2279,3774,27580
11,52243,9610,3351,4349,1441,9210,18751
7,60557,12821,4698,4390,1408,5588,23317
7,44583,6084,5612,3221,1809,6046,16726
7,48349,12583,2508,2782,3132,8903,21005
2,34002,14199,6346,1684,1696,2065,23925
6,39523,6317,7310,2064,1097,8539,16788
2,64749,11880,6974,3456,2853,7370,25163
6,25007,7349,3274,2585,1541,6223,14749
10,40435,12337,7113,2346,2526,4744,24322
3,60343,7693,4822,3227,1190,2187,16932
2,45093,12208,2063,3901,2873,7302,21045
12,72342,15470,5921,2182,1257,7702,24830
6,68952,18720,6415,1036,1154,6673,27325
2,31294,11881,2859,3453,3991,6039,22184
5,58405,8722,4827,1538,2510,4888,17597
2,65538,8693,3547,3423,3275,6857,18938
3,67310,9392,4076,2921,3564,2666,19953
3,30908,17742,7770,3303,3688,9579,32503
6,69730,12224,2436,3325,1073,2932,19058
6,77290,18229,7716,1248,3412,8222,30605
10,73634,12802,5657,1692,1023,7138,21174
3,32699,17527,2762,2040,3510,9645,25839
3,54633,10717,2735,2391,3528,3970,19371
12,74641,16439,5664,3172,2741,5852,28016
1,21376,8134,6094,2335,2681,6140,19244
7,34255,7598,6728,3259,3091,9941,20676
8,33647,15377,3578,3519,2060,7341,24534
2,78249,9052,5729,3796,2497,4176,21074
4,58176,17741,3076,2438,1460,2617,24715
10,28163,8824,4280,1499,2192,6858,16795
7,74210,8520,3830,1810,3117,7752,17277
8,78308,6249,3898,2735,3260,9397,16142
1,59051,11586,6295,1888,2606,2792,22375
4,54744,12843,2673,4252,1913,3250,21681
6,26443,7074,2548,4460,2742,5993,16824
3,33324,7504,2936,4713,1071,4444,16224
5,41143,17982,6144,4704,1827,4322,30657
10,60363,17997,2895,2210,3227,6233,26329
9,24920,7014,4569,2923,3255,9340,17761
11,71039,9944,4087,4810,1176,3350,20017
3,79791,5948,2913,4745,1706,4830,15312
5,37375,5106,3176,2986,2928,8358,14196
8,57996,15683,6771,4695,1883,4275,29032
6,31748,19012,6865,2491,3798,8250,32166
4,48535,19371,6306,4528,2177,4206,32382
8,35715,9692,5273,4205,1153,3917,20323
11,67252,13346,6242,4769,1029,7255,25386
3,77198,8240,3522,1174,2050,5834,14986
3,26450,13987,4802,4332,1975,4077,25096
4,72756,17559,5122,3364,3691,3121,29736
9,70235,14762,6590,4048,1690,2608,27090
5,45010,18731,4456,1823,2874,2768,27884
8,20020,10303,3649,3917,3145,2783,21014
6,34717,6634,4320,1930,3373,4929,16257
3,67348,18548,4505,3934,1236,9690,28223
8,62885,15130,3143,3014,3185,9066,24472
12,29664,6532,5772,1268,1629,4389,15201
9,21099,12608,2045,2817,1617,2167,19087
8,43225,16220,5314,3517,2571,9378,27622
4,22637,17409,6406,1223,2639,6779,27677
11,61349,6440,4609,2275,3437,8775,16761
6,60512,14590,6426,4135,1359,5256,26510
1,39797,8646,6106,4022,1581,4479,20355
4,60225,16589,7003,3954,3254,9591,30800
8,30807,10599,5119,3877,2756,6134,22351
1,37738,17437,3400,4535,1600,2979,26972
3,26402,17994,3591,2147,1978,4434,25710
1,24521,16234,2007,4653,2997,6022,25891
9,74277,6615,2983,1237,1514,4816,12349
2,69157,14705,5597,3122,2969,2790,26393
9,28382,12994,3750,4513,1809,6837,23066
4,77491,11296,7489,1499,2997,3474,23281
2,65460,7598,5511,2545,3485,5186,19139
4,57121,14036,5828,4983,2446,6001,27293
12,35065,16611,2565,1267,1468,4448,21911
11,39934,8530,4320,2510,1629,9471,16989
11,34425,12590,2900,1986,3442,5674,20918
10,33111,7327,4178,2623,1113,5380,15241
6,60799,11565,5592,4121,2225,9740,23503
11,73257,12767,4771,4726,3510,3126,25774
7,78454,16232,2113,4130,3589,3750,26064
3,35510,6976,2531,4525,2387,6197,16419
3,57851,6835,3522,4901,1246,8026,16504
12,28816,9899,5410,1722,2616,6750,19647
10,32317,5354,3044,2095,3320,5161,13813
12,22175,14797,7839,4827,1544,5189,29007
8,31341,9473,2032,4822,2637,9306,18964
5,45654,8195,2132,1189,2300,9046,13816
4,79696,15319,4967,1995,3670,7422,25951
7,77889,18868,3726,2585,2522,2751,27701
7,41608,14179,7070,4788,1717,9815,27754
9,37579,17520,2025,1565,1777,7636,22887
9,50194,13345,4648,4893,3537,3232,26423
5,54837,5906,6640,1992,3262,8230,17800
12,23358,16955,3261,3783,3637,8081,27636
8,38822,12198,4065,1155,3222,2858,20640
10,61576,6620,5345,2895,1051,6414,15911
1,57012,16820,2933,2586,3344,5860,25683
9,39727,16766,3050,2776,3011,7062,25603
8,54579,19706,2816,2865,3222,9030,28609
6,51018,9418,6203,1672,1968,6728,19261
3,36555,13523,7043,2664,3390,9412,26620
3,73294,9338,2737,2108,2734,5941,16917
8,69777,5429,4914,3116,1599,7209,15058
5,25906,10301,5602,4456,1170,9645,21529
10,60751,18784,2792,3420,2658,4699,27654
11,24063,7423,5175,1054,2087,9279,15739
7,63214,13272,7963,1084,1454,7045,23773
5,28644,6573,3355,2880,1726,4000,14534
8,62378,13035,3385,3988,2432,7513,22840
10,28142,5419,5992,3888,1886,8006,17185
10,51644,5466,6384,1591,3802,2239,17243
4,53521,10176,7563,3779,3197,9439,24715
2,31564,8393,3060,2959,2525,4190,16937
3,59619,19288,3371,3669,1635,9097,27963
8,25104,14757,6138,4836,3757,7838,29488
11,47299,14710,3149,2008,2571,6214,22438
7,76495,12433,5202,3364,3325,6691,24324
2,67958,12394,5353,4235,3082,4015,25064
6,76078,17222,4942,4686,1174,7370,28024
9,33421,7035,7172,3672,2056,9445,19935
4,43211,13995,7969,1251,2748,2162,25963
9,31202,14269,6628,3199,3762,6749,27858
2,63871,6632,5448,2359,3301,2349,17740
2,62185,6984,7414,1909,1567,2030,17874
9,61127,12121,7327,4439,1322,8601,25209
12,23685,5003,5047,2786,3060,4138,15896
7,44661,12477,4710,3913,3097,4175,24197
7,62637,10998,3500,1599,2783,4826,18880
1,38366,5602,7049,2006,3663,5619,18320
11,57712,12256,2068,4018,3913,7065,22255
6,44276,15559,3866,4052,3143,2847,26620
7,35410,18686,3948,2123,1342,2791,26099
11,68239,16867,5901,2143,3903,9892,28814
6,29678,13692,5508,4456,3240,2508,26896
6,44575,18973,2300,1302,3558,9079,26133
2,61401,11714,6122,2739,2474,6840,23049
6,61230,13376,4977,4220,2148,6835,24721
4,33888,16701,4600,2224,1006,8000,24531
9,36727,19891,4153,4878,1329,9977,30251
12,78550,8251,6681,2026,1082,8134,18040
1,68971,8147,6905,1399,2559,6332,19010
8,23081,16132,6729,1067,3952,8102,27880
5,43021,14487,6018,1153,3673,7652,25331
1,29449,13144,7834,2014,1526,9775,24518
4,35657,5054,5082,2517,2136,3012,14789
1,55059,14916,6754,1181,3487,5024,26338
6,21532,7910,3239,1524,1889,5070,14562
2,57130,6870,4933,3236,1761,3074,16800
5,70805,17364,4368,1019,2023,7968,24774
7,36015,15535,2459,1850,2680,7942,22524
2,57756,16482,6028,4354,3066,2468,29930
6,26344,8348,4626,3945,3056,3915,19975
6,61198,6601,5763,3057,2855,6483,18276
5,68461,10767,4801,3747,2061,9229,21376
5,29106,15985,6255,2880,3770,7462,28890
3,54206,10830,2463,4602,1903,9320,19798
10,72168,16529,2997,1654,1133,2735,22313
10,67587,13120,7641,4686,2968,6749,28415
11,29652,12043,7031,2326,2125,8184,23525
12,44550,7090,5006,3288,2964,7605,18348
2,26389,10480,3678,3199,2172,7048,19529
7,42361,14443,2864,3831,3039,9845,24177
1,55847,11370,3190,4408,1092,7821,20060
6,59063,10182,4697,3235,3849,4856,21963
6,33703,5170,4374,3511,3911,7676,16966
3,38642,7809,2864,1721,1773,9887,14167
2,61326,11993,4576,4248,3591,6477,24408
12,72143,12929,5915,3947,1187,2095,23978
2,56509,15546,7392,3753,3183,2911,29874
9,33881,14965,4926,2200,1165,6882,23256
11,69237,11711,6429,1880,1244,6388,21264
5,35414,16946,7739,3462,2206,5306,30353
7,34329,8991,4397,1577,2032,6436,16997
12,71645,12135,4221,1309,2459,2718,20124
5,69150,15273,7814,2025,2179,5004,27291
7,42831,5826,7785,1316,1829,8681,16756
4,61091,14857,3782,2806,3735,3373,25180
8,27588,5129,5998,2532,3161,9015,16820
11,20903,6417,4803,2019,2778,9374,16017
10,64416,18462,7200,4643,3214,7055,33519
11,74235,11798,6167,1367,3535,9658,22867
10,78565,11773,6547,1554,1436,4428,21310
7,75342,16979,4958,3652,3270,9308,28859
10,62723,6407,3778,2249,3238,9002,15672
5,55572,10136,2825,3983,2810,8742,19754
11,37610,13785,5661,1479,2824,9073,23749
6,54052,6037,7431,4028,3623,8010,21119
5,53457,15320,5369,2821,1793,5681,25303
7,41527,16470,5095,4134,1172,9190,26871
12,57550,17491,4157,4351,2280,4809,28279
2,74033,12546,2051,1939,2738,8507,19274
5,49011,10903,5361,1013,1449,9929,18726
10,57275,18855,5515,3075,2954,5219,30399
3,54764,5022,6562,1141,3124,4613,15849
9,52004,19949,5330,4691,1614,7064,31584
6,73533,14825,3674,4873,1225,8970,24597
10,44064,11287,4865,1589,1738,8035,19479
3,78453,17193,3361,2782,2631,8126,25967
7,69581,17391,2786,1472,1940,7670,23589
4,74852,6405,2555,2547,1075,2504,12582
3,48702,14670,4039,2207,1068,7965,21984
8,40165,11467,3762,1316,2874,8128,19419
4,77946,6194,4112,2384,3462,4265,16152
11,28631,13767,4210,1444,3778,7978,23199
1,78328,12923,3701,3343,3409,8625,23376
6,41852,6606,4086,3451,1869,6060,16012
10,79262,17561,4712,3799,2393,9583,28465
11,24507,13643,4407,2961,2837,4984,23848
11,20527,13316,4316,3310,3115,4796,24057
1,48981,16646,3610,1846,3983,7444,26085
5,55764,15556,6352,3424,1376,6931,26708
7,56235,15058,6705,1584,2408,5926,25755
6,70513,11250,3127,4139,3323,9956,21839
2,75969,6683,7491,1798,3815,5808,19787
11,67540,14098,2904,1470,2941,2488,21413
4,53471,16726,2163,4909,3997,7527,27795
11,20662,13621,3136,1731,1204,9311,19692
2,44940,7751,6710,1971,1744,8943,18176
11,61882,12504,4025,3094,3958,4258,23581
1,26256,17017,2105,3994,2852,4713,25968
3,48432,12663,6794,4129,2549,6354,26135
3,28367,13553,6459,4989,1324,3250,26325
12,66228,18083,5092,3071,3425,8118,29671
7,58065,13623,4021,2313,3864,7713,23821
1,45511,7722,3152,3878,1680,5960,16432
9,28573,10639,2698,4515,1670,8515,19522
11,35582,18146,5867,3450,3675,3414,31138
6,25378,18717,5270,2047,2727,2991,28761
4,33500,16253,2746,2087,2880,8231,23966
3,20305,8223,7739,4838,3482,2399,24282
3,41881,10441,2960,2683,3932,6404,20016
2,24697,14822,5491,2651,2968,6055,25932
2,71542,12381,5297,4681,2703,6099,25062
12,79547,17863,4977,2262,2256,7292,27358
10,27222,10184,2208,1282,1445,3567,15119
5,27933,18180,5316,4513,1053,5817,29062
9,37849,5269,7407,4371,1691,4273,18738
2,44236,12704,3891,3140,2970,8482,22705
2,64231,11115,3176,4648,1003,7325,19942
12,53170,14315,5506,2398,1256,3125,23475
6,32901,16368,4039,3733,1833,8201,25973
10,26940,12298,5289,3357,3529,7900,24473
2,68790,16584,3452,3935,2698,7269,26669
12,39054,9533,6761,4818,3508,5323,24620
4,60863,6042,5860,4238,3896,9646,20036
6,79145,19560,3617,2772,2161,4603,28110
5,63610,6641,2434,1006,2347,5499,12428
1,77520,11603,4327,4893,1472,3565,22295
6,24544,15633,3646,4114,2764,2918,26157
1,45318,8297,5163,1787,3026,6619,18273
3,74812,12055,7258,4411,2637,9658,26361
10,26074,6383,6762,4224,3240,6621,20609
5,71500,18741,3440,1042,3354,3315,26577
10,59618,8996,6443,3772,1758,9212,20969
5,73554,5014,6860,1200,1905,9367,14979
10,53518,19895,2933,3942,3268,6119,30038
6,45444,6674,6278,3714,3219,8906,19885
12,40446,10099,4555,4803,2183,3654,21640
10,48543,8617,7801,2688,3219,5458,22325
8,76586,13099,3146,1547,2086,3613,19878
5,44789,11557,5996,1225,2088,9602,20866
11,21617,10474,2380,4905,2192,2241,19951
1,55298,6480,2824,1632,3128,6298,14064
5,23333,14937,3538,2544,3806,6332,24825
3,60002,12698,5375,4410,2291,2950,24774
4,78941,8046,3637,2358,3120,5069,17161
8,42152,12363,6287,2204,1331,2293,22185
7,44091,10957,2524,4604,2211,9515,20296
11,20511,9210,5107,3993,2048,7206,20358
5,67314,10471,3093,4343,3275,6305,21182
2,57850,5975,2104,3241,2141,2787,13461
6,76012,6685,3739,1537,2131,3632,14092
11,36636,7083,4360,4868,3289,5073,19600
6,40517,15481,5126,1480,2634,6070,24721
10,51786,6686,3676,4169,1502,4276,16033
10,28820,9158,4354,1429,2079,6505,17020
11,56244,11809,6916,4583,2334,5314,25642
6,29178,13700,6131,4802,1551,8913,26184
9,21725,5187,4934,2350,1923,7058,14394
11,38477,7782,7144,1944,1120,3491,17990
8,66533,9188,3872,3958,2795,6553,19813
8,54469,9100,7156,4856,3073,4601,24185
1,28496,16701,3042,2928,2135,4260,24806
5,74986,16709,5434,2823,3558,3831,28524
7,32270,7072,3441,3625,3928,8024,18066
6,30472,11651,3845,4898,1022,2385,21416
5,40724,5097,5501,4487,2849,7531,17934
8,50416,14483,3541,1110,3163,9682,22297
3,55575,11805,2466,1211,1479,2527,16961
6,35654,8464,4944,2706,3354,3411,19468
5,31078,6787,6294,1850,3278,5350,18209
8,48030,12763,3591,3925,3748,7085,24027
4,75453,10404,4815,1986,3539,6197,20744
8,27572,5683,7330,1995,1768,7708,16776
10,37408,6132,6072,3618,2143,2389,17965
2,39359,17314,5572,4101,3333,3225,30320
9,28698,10877,6336,4338,1987,5638,23538
9,24856,11198,3193,2999,2381,5792,19771
10,47527,16396,7978,2910,3937,7511,31221
10,59492,16315,2293,1665,2175,2840,22448
6,29245,8836,2921,1349,3645,3377,16751
4,63634,18068,7858,2537,2348,7712,30811
4,71719,19633,3338,3977,3904,7875,30852
6,62864,14806,5198,3728,2971,2234,26703
5,48946,6041,6563,4285,1838,2113,18727
6,57355,16057,4414,1250,2849,9125,24570
7,57690,10889,6853,2566,1917,8079,22225
7,57814,5854,7209,3366,1939,5138,18368
9,51645,10738,5475,2206,3852,2808,22271
8,39278,19220,3541,3932,3209,7159,29902
6,27203,7026,4498,3236,3659,9900,18419
12,76630,15179,2907,3772,2392,4150,24250
6,68171,19894,7728,4198,1952,2410,33772
5,41658,10365,4493,4875,2959,3318,22692
1,78444,7550,7052,2319,1275,6086,18196
9,62596,18400,4127,4094,1528,7684,28149
9,35797,19538,5088,2945,2459,6903,30030
9,78799,12089,7627,4601,1958,3587,26275
11,72765,5239,6647,1078,2841,3060,15805
8,52806,5489,5990,1545,1049,2066,14073
10,50958,17043,5751,2493,2258,8546,27545
3,72236,6036,4097,1923,3631,7793,15687
1,26265,19984,5174,1618,2852,4253,29628
11,26598,14530,2387,1304,2579,2340,20800
12,55183,11132,2298,4519,3961,7953,21910
12,37142,9780,6434,3246,3524,5977,22984
8,73494,12909,5460,4262,1487,7171,24118
7,76218,8269,6061,4303,3127,4473,21760
5,72268,11122,2473,2597,2309,2955,18501
10,69916,19578,6711,3601,3608,6304,33498
7,46998,15746,7057,2047,2501,7633,27351
10,45890,10710,6887,2698,2940,4010,23235
4,48878,16692,5213,2484,3453,9808,27842
9,34306,17054,7289,3230,3584,9345,31157
11,73181,6767,6108,4504,1254,8819,18633
10,67345,9708,2448,2868,1959,3888,16983
2,31885,13353,4221,3654,3534,9189,24762
9,64145,13847,7793,1082,2696,2368,25418
9,63826,8006,3982,1092,3563,3762,16643
5,75597,17908,7251,4349,1463,2993,30971
11,27443,16698,5611,3664,3827,2081,29800
1,51839,6256,4642,4156,2936,3187,17990
7,70469,15350,3920,3620,1035,2376,23925
10,37084,15143,7994,4279,1015,2002,28431
10,43911,12077,4316,4741,1918,2683,23052
4,24383,10351,3274,3628,2991,5189,20244
9,46777,19263,7489,4048,2912,5727,33712
6,54361,5749,6868,2467,3696,2763,18780
3,34758,5708,3615,3024,2613,9562,14960
6,49521,11416,6983,1773,1822,2265,21994
10,40529,14813,5618,3900,3120,4482,27451
6,78574,11950,4306,4817,2966,4729,24039
5,43091,17328,2259,2393,2881,2724,24861
2,76149,17847,5206,3698,1739,4840,28490
10,59794,13657,3512,1791,1757,7346,20717
10,51381,17187,6738,1475,1905,4423,27305
2,55380,14292,4128,1503,1797,7381,21720
7,50932,6713,5438,2870,3033,4413,18054
2,64097,17777,7178,1230,2586,6862,28771
12,76551,12936,7358,3925,2777,4475,26996
6,21908,13308,4176,4431,2420,7127,24335
5,59722,15673,6507,2586,3531,8049,28297
4,67953,18882,5508,2774,3434,3064,30598
7,50358,5195,6710,4090,2391,7997,18386
8,50412,9714,6994,3737,1457,9424,21902
4,38174,14666,5080,3256,3469,8786,26471
1,77320,15664,2231,4970,3279,8707,26144
1,35496,18595,2729,1130,3586,7221,26040
1,22928,17321,5012,1742,2367,7338,26442
11,50632,19630,7516,1383,3767,4291,32296
1,52309,16246,7868,4163,2397,4892,30674
5,29280,6274,7799,2566,2460,7034,19099
4,60449,8709,4929,3409,1154,6398,18201
9,41635,5338,7693,1760,3566,6465,18357
3,46957,11761,2317,2147,2115,6946,18340
7,56895,8511,3530,4952,2369,4322,19362
11,24963,9275,3110,1942,3631,8213,17958
8,47521,17909,2715,3695,2114,2046,26433
6,52615,16491,3341,2296,1699,4164,23827
12,64529,6656,5404,3402,1104,5661,16566
10,66322,11762,5312,3147,3859,4564,24080
1,41695,13834,7229,3778,1595,5325,26436
8,29357,19358,5120,2639,2013,6927,29130
10,45176,14872,7874,1300,1539,4666,25585
3,38409,14542,5087,1608,1011,2755,22248
8,78928,10273,7192,2851,2943,5244,23259
12,76967,13810,2201,1881,1363,9103,19255
4,20987,6169,4140,3250,1661,3452,15220
8,74462,13443,3672,4092,2341,8179,23548
11,21965,13173,3056,2221,1537,2904,19987
1,60084,5301,5671,3159,1313,4454,15444
3,51318,16333,2418,4220,2478,5487,25449
6,46015,6566,4598,3428,2422,6060,17014
9,49191,16356,2625,1754,2775,7804,23510
2,66814,12816,6940,4001,2245,8555,26002
11,20868,17149,5830,2206,1579,8631,26764
1,71215,7210,3878,1795,1261,5763,14144
10,70281,16344,3944,3384,1495,2778,25167
3,57146,16851,4929,4409,3670,3790,29859
4,68231,12230,4767,2994,1129,8034,21120
11,49032,13803,5383,4885,2182,6927,26253
5,48305,18359,5540,2323,1791,9488,28013
3,74306,11588,2393,4672,2838,7192,21491
10,42640,6943,4856,1221,2566,9736,15586
11,75603,13265,4919,2011,3136,3601,23331
2,38318,16065,4618,3807,1967,6739,26457
2,33246,19015,2631,4480,2355,6508,28481
7,53844,9637,4856,1688,1629,5843,17810
9,52602,13348,2321,1117,1505,8267,18291
10,41584,16750,5506,1173,1206,9552,24635
2,70791,10385,6669,2242,2854,5675,22150
